State,CensusTract,Prog1,Prog2,Prog3,Prog4,FundingTotal,Projects,CEJST_Indicators,CoveredPrograms,Monitor
WA,53047970601,Indian Health Service Sanitation Facilities Construction Program,,,,128600,CCT - Omak Rocky River Road Pumphouse Standby Generator,N_WTR,Clean Water & Waste Infrastructure,
WA,53045940000,Indian Health Service Sanitation Facilities Construction Program,,,,263000,Skokomish Cws Pressure Improvements,N_CLT,Climate Change,
WA,53037975700,Good Neighbor Agreements with States and Tribes,,,,150000,Ringer Road Riparian Restoration,N_CLT,Climate Change,
WA,53027940000,Tribal Climate Resilience - Community Relocation,Tribal Climate Resilience - Adaptation Planning,Regional Ocean Partnerships,,25250000,"Quinault Indian Nation, Quinault Indian Nation, Regional Ocean Partnership: Quinault Indian Nation","N_CLT, FLD_ET, N_WKFC","Affordable and Sustainable Housing, Climate Change",
WA,53035090202,Tribal Climate Resilience - Adaptation Planning,,,,1194224,Port Gamble S'klallam Tribe,"EBL_ET, N_CLT",Climate Change,
WA,53005011501,WaterSMART Grants,,,,75000,"Columbia Irrigation District, Canal #2 MidCanal Automated Check Structure",N_WTR,Clean Water & Waste Infrastructure,
WA,"	53009002400",Regional Ocean Partnerships,Fish Passage,,,2167907,"Regional Ocean Partnership: Quileute Indian Tribe, Fish Passage: Trout Unlimited",N_CLT,Climate Change,
WA,53067011822,National Seed Strategy,,,,160000,Webster Forest Nursery,N_CLT,Climate Change,
WA,53033005303,University Transportation Centers (UTC) Program,,,,3000000,University Transporation Center: University of Washington,"N_TRN, N_WKFC",Clean Transportation & Training and Workforce Development,
WA,53033011200,Reconnecting Communities Pilot Program,,,,1600000,Reconnect South Park,"POV_ET, N_TRN",Affordable and Sustainable Housing,
WA,53041971400,Superfund,,,,2000000,HAMILTON/LABREE ROADS GW CONTAMINATION,NPL_ET,Remediation & Reduction of Legacy Pollution,
WA,53065950800,Community Wildfire Defense Grant Program For At-Risk Communities,Direct Federal Spending For Invasives,,,132026,"Flowery Trail Community Association Hazardous Fuel Mitigation, Mitigate Hazards in Little Pend Oreille National Wildlife Refuge",N_CLT,Climate Change,
WA,53005011701,Fish Passage,,,,1813318,Fish Passage: Yakima Nation,"N_CLT, N_HLTH",Climate Change,
WA,53005010820,Fish Passage,,,,1813318,Fish Passage: Yakima Nation,"N_CLT, N_HLTH",Climate Change,
WA,53025011404,Ecosystem - Sagebrush-Steppe,,,,23447,Shrub-Steppe Restoration for Fire and Climate Resilience on Hanford Reach National Monument,N_CLT,Climate Change,
WA,53025011405,Ecosystem - Sagebrush-Steppe,,,,23447,Shrub-Steppe Restoration for Fire and Climate Resilience on Hanford Reach National Monument,N_CLT,Climate Change,
WA,53025011403,Ecosystem - Sagebrush-Steppe,,,,23447,Shrub-Steppe Restoration for Fire and Climate Resilience on Hanford Reach National Monument,N_CLT,Climate Change,
WA,53025011406,Ecosystem - Sagebrush-Steppe,,,,23447,Shrub-Steppe Restoration for Fire and Climate Resilience on Hanford Reach National Monument,N_CLT,Climate Change,
WA,53061940002,Tribal Climate Resilience - Adaptation Planning,,,,873745,Tulalip Tribes of Washington,N_CLT,Climate Change,
WA,53071920902,WaterSMART Grants,,,,800000,Aquifer Storage and Recovery,N_WTR,Clean Water & Waste Infrastructure,
WA,53071920901,WaterSMART Grants,,,,800000,Aquifer Storage and Recovery,N_WTR,Clean Water & Waste Infrastructure,
WA,53009000600,Fish Passage,,,,1767907,Fish Passage: Trout Unlimited,N_CLT,Climate Change,
WA,53009000300,Fish Passage,,,,1767907,Fish Passage: Trout Unlimited,N_CLT,Climate Change,
WA,53031950702,Fish Passage,,,,1767907,Fish Passage: Trout Unlimited,N_CLT,Climate Change,
WA,53015001503,Fish Passage,,,,308017,Fish Passage: Skagit River System Cooperative,N_CLT,Climate Change,
WA,53015001700,Fish Passage,,,,308017,Fish Passage: Skagit River System Cooperative,N_CLT,Climate Change,
WA,53015001602,Fish Passage,,,,308017,Fish Passage: Skagit River System Cooperative,N_CLT,Climate Change,
WA,53073010102,Fish Passage,,,,152069,Fish Passage:  Nooksack Tribe,N_CLT,Climate Change,
WA,53073010101,Fish Passage,,,,152069,Fish Passage:  Nooksack Tribe,N_CLT,Climate Change,
WA,53073010103,Fish Passage,,,,152069,Fish Passage:  Nooksack Tribe,N_CLT,Climate Change,
WA,53047970302,Fish Passage,,,,771537,Fish Passage: Trout Unlimited,N_CLT,Climate Change,
WA,53049950400,Ecosystem - Fish Passage,,,,1050000,Tidal Fish Barrier and Estuary Habitat Restoration,N_CLT,Climate Change,
WA,53059950100,Nationally Significant Federal Lands and Tribal Projects,,,,59142,"Wa Flap Skaman 92135(1), Wind River Road. Geotechnical Subsurface Investigation on the Wind River Road In Skamania County, Wa.","N_CLT, N_TRN",Clean Transportation ,
WA,53011041010,Congestion Mitigation and Air Quality Improvement Program,,,,600000,Ne 68Th Street Sidewalk,N_TRN  ,Clean Transportation ,
WA,53015001900,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,410000,Erick Creek Fish Passage,N_CLT,Climate Change,
WA,53007960100,Nationally Significant Federal Lands and Tribal Projects,,,,121673,"Wa Nps Noca 10(7) Stehekin Valley Road Emergency Reroute the Work Consists of Earthwork, Sub-Grade and Road Base Construction, Bituminous Surface Treatment, Drainage, Safety Improvements, and Signing.",N_TRN  ,Clean Transportation ,
WA,53053070100,Nationally Significant Federal Lands and Tribal Projects,,,,124300,"Geotechnical Drilling Services Wa Np Mora 11(1), Replace Fryingpan Creek Bridge","N_TRN, N_CLT",Clean Transportation ,
WA,53053060200,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061601,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061400,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061300,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061700,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061602,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053940007,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053940006,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061502,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053061501,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53053940004,Brownfields Projects,,,,45455,"Brownfields Job Training: Tacoma, City of","N_WKFC, TSDF_ET",Training and Workforce Development,
WA,53027001500,Fish Passage,,,,410450,Fish Passage: Hoquiam,"N_CLT, N_WTR",Climate Change & Clean Water & Waste Infrastructure,
WA,53027001400,Fish Passage,,,,410450,Fish Passage: Hoquiam,"N_CLT, N_WTR",Climate Change & Clean Water & Waste Infrastructure,
WA,53027001300,Fish Passage,,,,410450,Fish Passage: Hoquiam,"N_CLT, N_WTR",Climate Change & Clean Water & Waste Infrastructure,
WA,53061041301,Electric or Low-Emitting Ferry Program,,,,2450000,"Ferry Service Funding: Washington State Department of Transportation, Ferries Division","DS_ET, N_TRN",Clean Transportation ,
WA,53037975104,Community Wildfire Defense Grant Program For At-Risk Communities,,,,107350,DNR SE - Request 1,N_CLT,Climate Change,
WA,53037975103,Community Wildfire Defense Grant Program For At-Risk Communities,,,,107350,DNR SE - Request 1,N_CLT,Climate Change,
WA,53037975102,Community Wildfire Defense Grant Program For At-Risk Communities,,,,107350,DNR SE - Request 1,N_CLT,Climate Change,
WA,53033010301,Strengthening Mobility and Revolutionizing Transportation (SMART) Grants,,,,1000000,Rainier Valley Safe: Technology Investments to Improve Community Safety,N_TRN  ,Clean Transportation ,
WA,53033010401,Strengthening Mobility and Revolutionizing Transportation (SMART) Grants,,,,1000000,Rainier Valley Safe: Technology Investments to Improve Community Safety,N_TRN  ,Clean Transportation ,
WA,53033008004,Congestion Mitigation and Air Quality Improvement Program,,,,400000,Alaskan Way Protected Bike Lane,N_TRN  ,Clean Transportation ,
WA,53033028402,Congestion Mitigation and Air Quality Improvement Program,,,,741100,34Th Ave S Phase 2,N_TRN  ,Clean Transportation ,
WA,53053073006,Congestion Mitigation and Air Quality Improvement Program,,,,57667,Interurban Trail Connection,"N_TRN, N_HLTH",Clean Transportation ,
WA,53053073005,Congestion Mitigation and Air Quality Improvement Program,,,,57667,Interurban Trail Connection,"N_TRN, N_HLTH",Clean Transportation ,
WA,53053071412,Congestion Mitigation and Air Quality Improvement Program,,,,57667,Interurban Trail Connection,"N_TRN, N_HLTH",Clean Transportation ,
WA,53053073114,Congestion Mitigation and Air Quality Improvement Program,,,,57667,Interurban Trail Connection,"N_TRN, N_HLTH",Clean Transportation ,
WA,53053072909,Congestion Mitigation and Air Quality Improvement Program,,,,57667,Interurban Trail Connection,"N_TRN, N_HLTH",Clean Transportation ,
WA,53053071413,Congestion Mitigation and Air Quality Improvement Program,,,,57667,Interurban Trail Connection,"N_TRN, N_HLTH",Clean Transportation ,
WA,53061051402,Congestion Mitigation and Air Quality Improvement Program,,,,1450000,Scriber Creek Trail Phase 2,"N_TRN, N_HLTH",Clean Transportation ,
WA,53063011900,Congestion Mitigation and Air Quality Improvement Program,,,,107693,Pines/Mission Intersection,TP_ET,Clean Transportation ,
WA,53063011800,Congestion Mitigation and Air Quality Improvement Program,,,,107693,Pines/Mission Intersection,TP_ET,Clean Transportation ,
WA,53061052104,Congestion Mitigation and Air Quality Improvement Program,,,,242216,Sunnyside Blvd & 52Nd St Ne Signalization,N_TRN  ,Clean Transportation ,
WA,53061052904,Congestion Mitigation and Air Quality Improvement Program,,,,242216,Sunnyside Blvd & 52Nd St Ne Signalization,N_TRN  ,Clean Transportation ,
WA,53061052203,Congestion Mitigation and Air Quality Improvement Program,,,,798326,US 2 Non-Motorized Shared Path,N_TRN  ,Clean Transportation ,
WA,53065950600,Direct Federal Spending For Invasives,,,,57500,Mitigate Hazards in Little Pend Oreille National Wildlife Refuge,N_CLT,Climate Change,
LA,22111960100,Superfund,,,,5357700,Marion Pressure Treating,NPL_ET,Remediation & Reduction of Legacy Pollution, 
LA,22127960300,Superfund,,,,15253300,"American Creosote Works, Inc. (Winnfield Plant)",NPL_ET,Remediation & Reduction of Legacy Pollution,
LA,22127960400,Superfund,,,,15253300,"American Creosote Works, Inc. (Winnfield Plant)",NPL_ET,Remediation & Reduction of Legacy Pollution, 
LA,22005030304,Water-Related Environmental Infrastructure Assistance,,,,187500,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure,
LA,22005030303,Water-Related Environmental Infrastructure Assistance,,,,187500,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure,
LA,22005030302,Water-Related Environmental Infrastructure Assistance,,,,187500,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure,
LA,22005030301,Water-Related Environmental Infrastructure Assistance,,,,187500,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure, 
LA,22005030900,Water-Related Environmental Infrastructure Assistance,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,4583333,"Ascension Parish Environmental Infrastructure, Natural Gas Distribution Infrastructure Grant: City of Donaldsonville","WD_ET, ALI","Clean Water & Waste Infrastructure, Remediation & Reduction of Legacy Pollution", 
LA,22005030215,Water-Related Environmental Infrastructure Assistance,,,,375000,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure,
LA,22005030214,Water-Related Environmental Infrastructure Assistance,,,,375000,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure,
LA,22005030213,Water-Related Environmental Infrastructure Assistance,,,,375000,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure,
LA,22005030212,Water-Related Environmental Infrastructure Assistance,,,,375000,Ascension Parish Environmental Infrastructure,WD_ET,Clean Water & Waste Infrastructure, 
LA,22113950201,"Coastal Storm Risk Management, Hurricane, And Storm Damage Reduction Projects",,,,500000,"Mermentau River, LA",FLD_ET,Climate Change,
LA,22113950202,"Coastal Storm Risk Management, Hurricane, And Storm Damage Reduction Projects",,,,500000,"Mermentau River, LA",FLD_ET,Climate Change,
LA,22121020200,Watershed And Flood Prevention Operations,Corps of Engineers Operation and Maintenance,,,8459600,"Bayou Baton Rouge, Gulf Intracoastal Waterway, LA","N_WTR, FLD_ET",Climate Change,
LA,22033003000,Watershed And Flood Prevention Operations,,,,3810000,Bayou Baton Rouge,N_WTR,Climate Change,
LA,22099020900,Watershed And Flood Prevention Operations,,,,27500,PIFR - Lafayette and St Martin Flood Prevention,FLD_ET,Climate Change,
LA,22099020601,Watershed And Flood Prevention Operations,,,,27500,PIFR - Lafayette and St Martin Flood Prevention,FLD_ET,Climate Change,
LA,22075050400,Watershed And Flood Prevention Operations,,,,55000,PIFR - Plaquemines Flood Prevention,FLD_ET,Climate Change,
LA,22075050100,Construction of Ferry Boats and Ferry Terminal Facilities,,,,1421839,Ferry Boat Program - Plaquemines Parish Ferry Department,N_TRN,Clean Transportation,
LA,22101040900,Construction of Ferry Boats and Ferry Terminal Facilities,,,,29992,Ferry Boat Program - St. Mary Parish Council,N_TRN,Clean Transportation,
LA,22071013400,Construction of Ferry Boats and Ferry Terminal Facilities,Reconnecting Communities Pilot Program,,,244486,"Ferry Boat Program - New Orleans Regional Transit Authority, Reconnecting Claiborne",N_TRN,"Clean Transportation, Affordable & Sustainable Housing",
LA,22071000100,Construction of Ferry Boats and Ferry Terminal Facilities,Clean School Bus Program,Urbanized Area Passenger Ferry Program,,2971552,"Ferry Boat Program - New Orleans Regional Transit Authority, Harriet Tubman Charter School, Ferry Service Funding: New Orleans Regional Transit Authority","N_TRN, DS_ET",Clean Transportation,
LA,22071013502,Construction of Ferry Boats and Ferry Terminal Facilities,,,,194486,Ferry Boat Program - New Orleans Regional Transit Authority,N_TRN,Clean Transportation,
LA,22071013501,Construction of Ferry Boats and Ferry Terminal Facilities,,,,194486,Ferry Boat Program - New Orleans Regional Transit Authority,N_TRN,Clean Transportation,
LA,22017021600,Local and Regional Project Assistance Grants (RAISE),,,,7388000,Shreveport Healthcare and Development Corridor,N_TRN,Clean Transportation,
LA,22017021700,Local and Regional Project Assistance Grants (RAISE),,,,7388000,Shreveport Healthcare and Development Corridor,N_TRN,Clean Transportation,
LA,22017021800,Local and Regional Project Assistance Grants (RAISE),Brownfields Projects,,,8388000,"Shreveport Healthcare and Development Corridor, BRF Bell Street Property Brownfield Cleanup Grant","N_TRN, TSDF_ET","Clean Transportation, Remediation & Reduction of Legacy Pollution",
LA,22069000700,Local and Regional Project Assistance Grants (RAISE),,,,8626636,Natchitoches Safe Streets Revitalization Project,N_TRN,Clean Transportation,
LA,22069000400,Local and Regional Project Assistance Grants (RAISE),,,,8626636,Natchitoches Safe Streets Revitalization Project,N_TRN,Clean Transportation,
LA,22043020403,Capital Improvement And Maintenance - Legacy Road And Trail Remediation Program,,,,250000,Livingston Trail,HD_ET,Clean Transportation,
LA,22043020404,Capital Improvement And Maintenance - Legacy Road And Trail Remediation Program,,,,250000,Livingston Trail,HD_ET,Clean Transportation,
LA,22043020100,Capital Improvement And Maintenance - Legacy Road And Trail Remediation Program,,,,250000,Livingston Trail,HD_ET,Clean Transportation,
LA,22065960100,Clean School Bus Program,,,,1106000,Madison Parish,DS_ET,Clean Transportation,
LA,22065960400,Clean School Bus Program,,,,1106000,Madison Parish,DS_ET,Clean Transportation,
LA,22065960300,Clean School Bus Program,,,,1106000,Madison Parish,DS_ET,Clean Transportation,
LA,22065960500,Clean School Bus Program,,,,1106000,Madison Parish,DS_ET,Clean Transportation,
LA,22065960200,Clean School Bus Program,,,,1106000,Madison Parish,DS_ET,Clean Transportation,
LA,22077951900,Clean School Bus Program,,,,1354285.714,Pointe Coupee Parish,DS_ET,Clean Transportation,
LA,22077952300,Clean School Bus Program,,,,1354285.714,Pointe Coupee Parish,DS_ET,Clean Transportation,
LA,22077952201,Clean School Bus Program,,,,1354285.714,Pointe Coupee Parish,DS_ET,Clean Transportation,
LA,22077952202,Clean School Bus Program,,,,1354285.714,Pointe Coupee Parish,DS_ET,Clean Transportation,
LA,22077952400,Clean School Bus Program,,,,1354285.714,Pointe Coupee Parish,DS_ET,Clean Transportation,
LA,22077952100,Clean School Bus Program,,,,1354285.714,Pointe Coupee Parish,DS_ET,Clean Transportation,
LA,22077952000,Clean School Bus Program,Mississippi River and Tributaries,,,8354386,"Pointe Coupee Parish, Old River, LA","DS_ET, FLD_ET","Clean Transportation, Climate Change",
LA,22013970100,Clean School Bus Program,,,,316000,Bienville Parish,DS_ET,Clean Transportation,
LA,22013970300,Clean School Bus Program,,,,316000,Bienville Parish,DS_ET,Clean Transportation,
LA,22013970400,Clean School Bus Program,,,,316000,Bienville Parish,DS_ET,Clean Transportation,
LA,22013970500,Clean School Bus Program,,,,316000,Bienville Parish,DS_ET,Clean Transportation,
LA,22013970200,Clean School Bus Program,,,,316000,Bienville Parish,DS_ET,Clean Transportation,
LA,22071000200,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000300,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000400,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000601,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000605,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000602,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000619,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000620,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000603,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000604,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22071000606,Clean School Bus Program,,,,164583.3333,Harriet Tubman Charter School,DS_ET,Clean Transportation,
LA,22101041000,Tribal Climate Resilience - Community Relocation,,,,5000000,Chitimacha Tribe,DM_AI,Climate Change,
LA,22049970200,Delta Regional Authority: Community Infrastructure Fund,,,,181426.5,Rehabilitate All Existing Lift Stations,WD_ET,Clean Water & Waste Infrastructure,
LA,22117950502,Delta Regional Authority: Community Infrastructure Fund,,,,146163.25,Installation Of New Water Mains To Provide Resilient And Redundant Water,N_WTR,Clean Water & Waste Infrastructure,
LA,22117950501,Delta Regional Authority: Community Infrastructure Fund,,,,146163.25,Installation Of New Water Mains To Provide Resilient And Redundant Water,N_WTR,Clean Water & Waste Infrastructure,
LA,22119031300,Delta Regional Authority: States' Economic Development Assistance Program,,,,27184.08,Replacement Of Water Main,N_WTR,Clean Water & Waste Infrastructure,
LA,22119031200,Delta Regional Authority: States' Economic Development Assistance Program,,,,27184.08,Replacement Of Water Main,N_WTR,Clean Water & Waste Infrastructure,
LA,22097961702,Delta Regional Authority: Community Infrastructure Fund,,,,125000,Upgrade To The City's Wastewater Treatment Facility,N_WTR,Clean Water & Waste Infrastructure,
LA,22097961701,Delta Regional Authority: Community Infrastructure Fund,,,,125000,Upgrade To The City's Wastewater Treatment Facility,N_WTR,Clean Water & Waste Infrastructure,
LA,22061960300,Delta Regional Authority: Community Infrastructure Fund,,,,150000,Replacement Of The College Lift Station Force Main,N_WTR,Clean Water & Waste Infrastructure,
LA,22061960800,Delta Regional Authority: Community Infrastructure Fund,,,,506930,Delivers And Fosters Economic Development To Underserved Region,N_WKFC,Training & Workforce Development,
LA,22113950800,Delta Regional Authority: Community Infrastructure Fund,,,,63613.75,Upgrading Water Treatment Plant,N_WTR,Clean Water & Waste Infrastructure,
LA,22113950700,Delta Regional Authority: Community Infrastructure Fund,,,,63613.75,Upgrading Water Treatment Plant,N_WTR,Clean Water & Waste Infrastructure,
LA,22113950904,Delta Regional Authority: Community Infrastructure Fund,,,,63613.75,Upgrading Water Treatment Plant,N_WTR,Clean Water & Waste Infrastructure,
LA,22113950903,Delta Regional Authority: Community Infrastructure Fund,,,,63613.75,Upgrading Water Treatment Plant,N_WTR,Clean Water & Waste Infrastructure,
LA,22111960200,Delta Regional Authority: States' Economic Development Assistance Program,,,,56234.38,Replace Ground Storage Tank,N_WTR,Clean Water & Waste Infrastructure,
LA,22029000400,Delta Regional Authority: Community Infrastructure Fund,,,,203960,Improves The Parish Sole Sewerage Treatment Facility,N_WTR,Clean Water & Waste Infrastructure,
LA,22059970100,Delta Regional Authority: Community Infrastructure Fund,,,,506930,Construction Of A Water Treatment Plant To Reduce Disinfectant/Disinfection By-Products,N_WTR,Clean Water & Waste Infrastructure,
LA,22099020402,Delta Regional Authority: States' Economic Development Assistance Program,,,,33849.42,Supply A Much Needed New Water Well To The Village Of Parks,N_WTR,Clean Water & Waste Infrastructure,
LA,22099020401,Delta Regional Authority: States' Economic Development Assistance Program,,,,33849.42,Supply A Much Needed New Water Well To The Village Of Parks,N_WTR,Clean Water & Waste Infrastructure,
LA,22079013300,Delta Regional Authority: States' Economic Development Assistance Program,Inland Flood Risk Management Projects,,,15105548,"Rehabilitate Six (6) Sewer Lift Stations In The Town Of Cheneyville's Sewer Collection System, J Bennett Johnston Waterway, LA","N_WTR, FLD_ET","Clean Water & Waste Infrastructure, Climate Change",
LA,22071000611,Urbanized Area Passenger Ferry Program,,,,2612482.5,Ferry Service Funding: New Orleans Regional Transit Authority,N_TRN,Clean Transportation,
LA,22005031002,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,3333333.333,Natural Gas Distribution Infrastructure Grant: City of Donaldsonville,ALI,Remediation & Reduction of Legacy Pollution,
LA,22005031001,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,3333333.333,Natural Gas Distribution Infrastructure Grant: City of Donaldsonville,ALI,Remediation & Reduction of Legacy Pollution,
LA,22055002101,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,1148586.667,Natural Gas Distribution Infrastructure Grant: City of Carencro,ALI,Remediation & Reduction of Legacy Pollution,
LA,22055002103,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,1148586.667,Natural Gas Distribution Infrastructure Grant: City of Carencro,ALI,Remediation & Reduction of Legacy Pollution,
LA,22055002102,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,1148586.667,Natural Gas Distribution Infrastructure Grant: City of Carencro,ALI,Remediation & Reduction of Legacy Pollution,
LA,22101040100,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,2294113,Natural Gas Distribution Infrastructure Grant: City of Morgan,ALI,Remediation & Reduction of Legacy Pollution,
LA,22101040200,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Mississippi River and Tributaries,,,7266363,"Natural Gas Distribution Infrastructure Grant: City of Morgan, Atchafalaya Basin, LA","ALI, FLD_ET","Remediation & Reduction of Legacy Pollution, Climate Change",
LA,22101040300,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Mississippi River and Tributaries,,,7266363,"Natural Gas Distribution Infrastructure Grant: City of Morgan, Atchafalaya Basin, LA","ALI, FLD_ET","Remediation & Reduction of Legacy Pollution, Climate Change",
LA,22079013900,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Brownfields Projects,,,2412575,"Natural Gas Distribution Infrastructure Grant: City of Alexandria, Naval Support Activity East Bank Complex Brownfield Cleanup Grant","ALI, TSDF_ET",Remediation & Reduction of Legacy Pollution,
LA,22079012900,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079013000,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079012800,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079012600,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079012100,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079012000,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079010502,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412575,Natural Gas Distribution Infrastructure Grant: City of Alexandria,ALI,Remediation & Reduction of Legacy Pollution,
LA,22037951400,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412788,Natural Gas Distribution Infrastructure Grant: Gas Utility District #2 of East Feliciana,ALI,Remediation & Reduction of Legacy Pollution,
LA,22037951502,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,412788,Natural Gas Distribution Infrastructure Grant: Gas Utility District #2 of East Feliciana,ALI,Remediation & Reduction of Legacy Pollution,
LA,22079013400,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,2064007,Natural Gas Distribution Infrastructure Grant: Town of Woodworth,ALI,Remediation & Reduction of Legacy Pollution,
LA,22091951202,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,436306.5,Natural Gas Distribution Infrastructure Grant: Village of Montpelier,ALI,Remediation & Reduction of Legacy Pollution,
LA,22091951201,Natural Gas Distribution Infrastructure Safety and Modernization Grants,,,,436306.5,Natural Gas Distribution Infrastructure Grant: Village of Montpelier,ALI,Remediation & Reduction of Legacy Pollution,
LA,22073010800,Brownfields Projects,,,,1122900,"Ouachita Candy Company Site Brownfield Cleanup Grant, Brownfields Project - Louisiana Department of Environmental Quality",TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22057021101,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,6335223.75,La 1: Leeville to Golden Meadow (Phase 2),N_CLT,Climate Change,
LA,22057021102,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,6335223.75,La 1: Leeville to Golden Meadow (Phase 2),N_CLT,Climate Change,
LA,22057021300,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,6335223.75,La 1: Leeville to Golden Meadow (Phase 2),N_CLT,Climate Change,
LA,22057021200,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,6335223.75,La 1: Leeville to Golden Meadow (Phase 2),N_CLT,Climate Change,
LA,22105954504,Carbon Reduction Program,,,,533105,I-12: US 51B (Hammond) Intchg Lighting,N_ENY,Clean Energy & Energy Efficiency,
LA,22105954503,Carbon Reduction Program,,,,533105,I-12: US 51B (Hammond) Intchg Lighting,N_ENY,Clean Energy & Energy Efficiency,
